workbook_row,lab_name,unlock_tier,ranking_primary,ranking_conditional,notes,is_unlocked_cached,player_ranking_cached,status_cached,lab_canonical_id,mapping_status,ranking_primary_order,ranking_conditional_order,evidence_type,source_workbook,source_sheet,source_version,advisory_status,authoritative_for,not_authoritative_for
88,Spotlight Coin Bonus,T7,A,,Third best coin multiplier,True,Completed,Completed,LAB_SPOTLIGHT_COIN_BONUS,exact_catalog,2,,advisory_heuristic,Copy of Laboratory v2.5.7.xlsx,Tier List / Remote Tier List,Updated for version 27.0.3,non-mechanical,planner/advisor prior only,"mechanics, costs, durations, runtime formulas"
89,Spotlight Missiles,T3,D,A,"Basically useless prior to owning SM other than for an event mission, enables SLM Orbless with SM",True,D,A,LAB_SPOTLIGHT_MISSILES,exact_catalog,5,2.0,advisory_heuristic,Copy of Laboratory v2.5.7.xlsx,Tier List / Remote Tier List,Updated for version 27.0.3,non-mechanical,planner/advisor prior only,"mechanics, costs, durations, runtime formulas"
90,Black Hole Disable Ranged Enemies,T14,C,,Mostly for perma BH,True,Completed,Completed,LAB_BLACK_HOLE_DISABLE_RANGED_ENEMIES,exact_catalog,4,,advisory_heuristic,Copy of Laboratory v2.5.7.xlsx,Tier List / Remote Tier List,Updated for version 27.0.3,non-mechanical,planner/advisor prior only,"mechanics, costs, durations, runtime formulas"
91,Recharge Missile Barrage,,F,,"Panic Button can be reused, however the cooldown is too long to matter on top of being a lackluster ability",False,F,F,LAB_RECHARGE_MISSILE_BARRAGE,exact_catalog,7,,advisory_heuristic,Copy of Laboratory v2.5.7.xlsx,Tier List / Remote Tier List,Updated for version 27.0.3,non-mechanical,planner/advisor prior only,"mechanics, costs, durations, runtime formulas"
92,Swamp Rend,T16,B,,An important part in making PS damage matter and even strong. Great against Ultimate Tanks,False,B,B,LAB_SWAMP_REND,exact_catalog,3,,advisory_heuristic,Copy of Laboratory v2.5.7.xlsx,Tier List / Remote Tier List,Updated for version 27.0.3,non-mechanical,planner/advisor prior only,"mechanics, costs, durations, runtime formulas"
93,Swamp Rend - Additional Enemies,,B,,"When PS has any use in damage, good to make the multiplier affect everything",False,B,B,LAB_SWAMP_REND_ADDITIONAL_ENEMIES,exact_catalog,3,,advisory_heuristic,Copy of Laboratory v2.5.7.xlsx,Tier List / Remote Tier List,Updated for version 27.0.3,non-mechanical,planner/advisor prior only,"mechanics, costs, durations, runtime formulas"
94,Chain Thunder,,F,C,"Extremely good at what it does; however the effect of it is not that desirable by the time you unlock it. Basically requires CL+, costs 40q coins to max",True,F,C,LAB_CHAIN_THUNDER,exact_catalog,7,4.0,advisory_heuristic,Copy of Laboratory v2.5.7.xlsx,Tier List / Remote Tier List,Updated for version 27.0.3,non-mechanical,planner/advisor prior only,"mechanics, costs, durations, runtime formulas"
95,Lightning Amplifier - Scatter,,S+,B,A few levels solve scatters for the most part. More levels should solve the problem if they ever become a danger again,True,S+,B,LAB_LIGHTNING_AMPLIFIER_SCATTER,exact_catalog,0,3.0,advisory_heuristic,Copy of Laboratory v2.5.7.xlsx,Tier List / Remote Tier List,Updated for version 27.0.3,non-mechanical,planner/advisor prior only,"mechanics, costs, durations, runtime formulas"
96,Death Wave Cells Bonus,T3,A,,The only Cell multiplier in the game outside of WS+,True,Completed,Completed,LAB_DEATH_WAVE_CELL_BONUS,exact_catalog,2,,advisory_heuristic,Copy of Laboratory v2.5.7.xlsx,Tier List / Remote Tier List,Updated for version 27.0.3,non-mechanical,planner/advisor prior only,"mechanics, costs, durations, runtime formulas"
97,Death Wave Damage Amplifier,,D,,Niche use with Ring or Max Devo farming. Decent for bosses with DW+,True,D,D,LAB_DEATH_WAVE_DAMAGE_AMPLIFIER,exact_catalog,5,,advisory_heuristic,Copy of Laboratory v2.5.7.xlsx,Tier List / Remote Tier List,Updated for version 27.0.3,non-mechanical,planner/advisor prior only,"mechanics, costs, durations, runtime formulas"
98,Death Wave Armor Stripping,,F,,"Not important, potential footgun regarding killing too far out",True,F,F,LAB_DEATH_WAVE_ARMOR_STRIPPING,exact_catalog,7,,advisory_heuristic,Copy of Laboratory v2.5.7.xlsx,Tier List / Remote Tier List,Updated for version 27.0.3,non-mechanical,planner/advisor prior only,"mechanics, costs, durations, runtime formulas"
99,Inner Land Mine - Chrono Jump,T7,B,,"Essential in allowing the full potential of the UW+, leading to being a favourable second damage UW built",False,B,B,LAB_INNER_LAND_MINE_CHRONO_JUMP,exact_catalog,3,,advisory_heuristic,Copy of Laboratory v2.5.7.xlsx,Tier List / Remote Tier List,Updated for version 27.0.3,non-mechanical,planner/advisor prior only,"mechanics, costs, durations, runtime formulas"
101,Second Wind Blast,T3,C,,"Acts like the nuke card when maxed, great for consistency especially in fleet tiers",True,Completed,Completed,LAB_SECOND_WIND_BLAST,exact_catalog,4,,advisory_heuristic,Copy of Laboratory v2.5.7.xlsx,Tier List / Remote Tier List,Updated for version 27.0.3,non-mechanical,planner/advisor prior only,"mechanics, costs, durations, runtime formulas"
102,Double Death Ray,,D,,Chance too low to be significant value for the lab time,True,D,D,LAB_DOUBLE_DEATH_RAY,exact_catalog,5,,advisory_heuristic,Copy of Laboratory v2.5.7.xlsx,Tier List / Remote Tier List,Updated for version 27.0.3,non-mechanical,planner/advisor prior only,"mechanics, costs, durations, runtime formulas"
103,Extra Orb Adjuster,T6,S,,Makes extra orbs a lot more useful. Allows easy clearing of BH,True,Completed,Completed,LAB_EXTRA_ORB_ADJUSTER,exact_catalog,1,,advisory_heuristic,Copy of Laboratory v2.5.7.xlsx,Tier List / Remote Tier List,Updated for version 27.0.3,non-mechanical,planner/advisor prior only,"mechanics, costs, durations, runtime formulas"
104,Extra Extra Orbs,,S,,The more the merrier,True,Completed,Completed,LAB_EXTRA_EXTRA_ORBS,exact_catalog,1,,advisory_heuristic,Copy of Laboratory v2.5.7.xlsx,Tier List / Remote Tier List,Updated for version 27.0.3,non-mechanical,planner/advisor prior only,"mechanics, costs, durations, runtime formulas"
105,Energy Shield Extra Hit,T4,D,S+,"Okay early for the mission, truly incredible later (Legend tourney or Glass Cannon farm) with the way Death Defy is checked before charge is used",True,Completed,Completed,LAB_ENERGY_SHIELD_EXTRA_HIT,exact_catalog,5,0.0,advisory_heuristic,Copy of Laboratory v2.5.7.xlsx,Tier List / Remote Tier List,Updated for version 27.0.3,non-mechanical,planner/advisor prior only,"mechanics, costs, durations, runtime formulas"
106,Super Tower Bonus,T8,D,A,Super Tower is a bullet only damage multiplier until you unlock its mastery. Great damage multipler after doing so,True,D,A,LAB_SUPER_TOWER_BONUS,exact_catalog,5,2.0,advisory_heuristic,Copy of Laboratory v2.5.7.xlsx,Tier List / Remote Tier List,Updated for version 27.0.3,non-mechanical,planner/advisor prior only,"mechanics, costs, durations, runtime formulas"
107,Recharge Second Wind,T14,D,A,Essential to keep the effect of mastery going past 400 waves. Good for Fleets,True,Completed,Completed,LAB_RECHARGE_SECOND_WIND,exact_catalog,5,2.0,advisory_heuristic,Copy of Laboratory v2.5.7.xlsx,Tier List / Remote Tier List,Updated for version 27.0.3,non-mechanical,planner/advisor prior only,"mechanics, costs, durations, runtime formulas"
108,Recharge Demon Mode,,QOL,A,"Great for the event mission, essential to keep the effect of mastery going past 300 waves",True,QOL,A,LAB_RECHARGE_DEMON_MODE,exact_catalog,8,2.0,advisory_heuristic,Copy of Laboratory v2.5.7.xlsx,Tier List / Remote Tier List,Updated for version 27.0.3,non-mechanical,planner/advisor prior only,"mechanics, costs, durations, runtime formulas"
109,Recharge Nuke,,D,A,"Okay for the event mission when high level, essential to keep the effect of mastery going past 300 waves",True,D,A,LAB_RECHARGE_NUKE,exact_catalog,5,2.0,advisory_heuristic,Copy of Laboratory v2.5.7.xlsx,Tier List / Remote Tier List,Updated for version 27.0.3,non-mechanical,planner/advisor prior only,"mechanics, costs, durations, runtime formulas"
111,Unlock Perks,T2,S+,,"Perks are great, they make your tower better at almost everything",True,Completed,Completed,LAB_UNLOCK_PERKS,exact_catalog,0,,advisory_heuristic,Copy of Laboratory v2.5.7.xlsx,Tier List / Remote Tier List,Updated for version 27.0.3,non-mechanical,planner/advisor prior only,"mechanics, costs, durations, runtime formulas"
112,Waves Required,,F,,Long lab that is almost entirely overshadowed by the Perk wave requirement perk,True,F,F,LAB_WAVES_REQUIRED,exact_catalog,7,,advisory_heuristic,Copy of Laboratory v2.5.7.xlsx,Tier List / Remote Tier List,Updated for version 27.0.3,non-mechanical,planner/advisor prior only,"mechanics, costs, durations, runtime formulas"
113,Auto Pick Perks,T4,QOL,,Toggleable. Can be harmful to use if you are able to pick your perks by hand. Really hard to use before 4 perk choices and multiple bans.,True,Completed,Completed,LAB_AUTO_PICK_PERKS,exact_catalog,8,,advisory_heuristic,Copy of Laboratory v2.5.7.xlsx,Tier List / Remote Tier List,Updated for version 27.0.3,non-mechanical,planner/advisor prior only,"mechanics, costs, durations, runtime formulas"
114,Standard Perks Bonus,T2,S,,"Improves all common perks, including Perk wave requirement, leading to stronger and faster perks",True,Completed,Completed,LAB_STANDARD_PERKS_BONUS,exact_catalog,1,,advisory_heuristic,Copy of Laboratory v2.5.7.xlsx,Tier List / Remote Tier List,Updated for version 27.0.3,non-mechanical,planner/advisor prior only,"mechanics, costs, durations, runtime formulas"
115,Perk Option Quantity,T4,S+,,Reduces RNG in perks by a lot,True,Completed,Completed,LAB_PERK_OPTION_QUANTITY,exact_catalog,0,,advisory_heuristic,Copy of Laboratory v2.5.7.xlsx,Tier List / Remote Tier List,Updated for version 27.0.3,non-mechanical,planner/advisor prior only,"mechanics, costs, durations, runtime formulas"
116,First Perk Choice,T2,S+,,Guarantees you can get PWR first in farm runs,True,Completed,Completed,LAB_FIRST_PERK_CHOICE,exact_catalog,0,,advisory_heuristic,Copy of Laboratory v2.5.7.xlsx,Tier List / Remote Tier List,Updated for version 27.0.3,non-mechanical,planner/advisor prior only,"mechanics, costs, durations, runtime formulas"
117,Ban Perks,T5,A,,"Allows you to ban perks that are useless or detrimental to your runs, do not ban Coin Trade Off",True,A,A,LAB_BAN_PERKS,exact_catalog,2,,advisory_heuristic,Copy of Laboratory v2.5.7.xlsx,Tier List / Remote Tier List,Updated for version 27.0.3,non-mechanical,planner/advisor prior only,"mechanics, costs, durations, runtime formulas"
118,Improve Trade-off Perks,T2,S,,Makes TO perks better,True,Completed,Completed,LAB_IMPROVE_TRADE_OFF_PERKS,exact_catalog,1,,advisory_heuristic,Copy of Laboratory v2.5.7.xlsx,Tier List / Remote Tier List,Updated for version 27.0.3,non-mechanical,planner/advisor prior only,"mechanics, costs, durations, runtime formulas"
119,Auto Pick Ranking,T6,QOL,,Improves the consistency of Auto Pick by a lot. Is not a replacement for bans. No need to overdo it,True,QOL,QOL,LAB_AUTO_PICK_RANKING,exact_catalog,8,,advisory_heuristic,Copy of Laboratory v2.5.7.xlsx,Tier List / Remote Tier List,Updated for version 27.0.3,non-mechanical,planner/advisor prior only,"mechanics, costs, durations, runtime formulas"
121,Flame Bot - Cooldown,T5,C,,Required for consistent damage reduction,True,Completed,Completed,LAB_FLAME_BOT_COOLDOWN,exact_catalog,4,,advisory_heuristic,Copy of Laboratory v2.5.7.xlsx,Tier List / Remote Tier List,Updated for version 27.0.3,non-mechanical,planner/advisor prior only,"mechanics, costs, durations, runtime formulas"
122,Thunder Bot - Cooldown,,C,,Improves overall CC potential,False,C,C,LAB_THUNDER_BOT_COOLDOWN,exact_catalog,4,,advisory_heuristic,Copy of Laboratory v2.5.7.xlsx,Tier List / Remote Tier List,Updated for version 27.0.3,non-mechanical,planner/advisor prior only,"mechanics, costs, durations, runtime formulas"
123,Gold Bot - Cooldown,,F,A,"Can hinder syncing with UWs at certain higher times, best to sync 1:1 ",True,F,A,LAB_GOLD_BOT_COOLDOWN,exact_catalog,7,2.0,advisory_heuristic,Copy of Laboratory v2.5.7.xlsx,Tier List / Remote Tier List,Updated for version 27.0.3,non-mechanical,planner/advisor prior only,"mechanics, costs, durations, runtime formulas"
124,Amp Bot - Cooldown,,F,D,"Syncing the bot may be beneficial in some cases, improves consistency",False,F,D,LAB_AMPLIFY_BOT_COOLDOWN,exact_catalog,7,5.0,advisory_heuristic,Copy of Laboratory v2.5.7.xlsx,Tier List / Remote Tier List,Updated for version 27.0.3,non-mechanical,planner/advisor prior only,"mechanics, costs, durations, runtime formulas"
125,Flame Bot - Burn Stack,T10,F,,FB is not for damage; not needed,True,F,F,LAB_FLAME_BOT_BURN_STACK,exact_catalog,7,,advisory_heuristic,Copy of Laboratory v2.5.7.xlsx,Tier List / Remote Tier List,Updated for version 27.0.3,non-mechanical,planner/advisor prior only,"mechanics, costs, durations, runtime formulas"
126,Thunder Bot - Linger Time,,D,,Only good if you have the bot,False,D,D,LAB_THUNDER_BOT_LINGER_TIME,exact_catalog,5,,advisory_heuristic,Copy of Laboratory v2.5.7.xlsx,Tier List / Remote Tier List,Updated for version 27.0.3,non-mechanical,planner/advisor prior only,"mechanics, costs, durations, runtime formulas"
127,Gold Bot - Duration,,B,,Great but long lab,True,B,B,LAB_GOLD_BOT_DURATION,exact_catalog,3,,advisory_heuristic,Copy of Laboratory v2.5.7.xlsx,Tier List / Remote Tier List,Updated for version 27.0.3,non-mechanical,planner/advisor prior only,"mechanics, costs, durations, runtime formulas"
128,Amp Bot - Duration,,B,,Improves overall damage and its consistency,False,B,B,LAB_AMPLIFY_BOT_DURATION,exact_catalog,3,,advisory_heuristic,Copy of Laboratory v2.5.7.xlsx,Tier List / Remote Tier List,Updated for version 27.0.3,non-mechanical,planner/advisor prior only,"mechanics, costs, durations, runtime formulas"
130,Common Enemy Health,T9,D,,"Attack does not have any special interaction like health does with CL+. The lower health the enemy has compared to wave health, the higher value CL+ or BH+ is. Attack is a simple reducement in stats, leading it to be really low value even for eHp. This changes little for tanks and bosses, however they are already the enemies you will want to and struggle with most to kill",True,D,D,LAB_COMMON_ENEMY_HEALTH,exact_catalog,5,,advisory_heuristic,Copy of Laboratory v2.5.7.xlsx,Tier List / Remote Tier List,Updated for version 27.0.3,non-mechanical,planner/advisor prior only,"mechanics, costs, durations, runtime formulas"
131,Common Enemy Attack,,F,,,True,F,F,LAB_COMMON_ENEMY_ATTACK,exact_catalog,7,,advisory_heuristic,Copy of Laboratory v2.5.7.xlsx,Tier List / Remote Tier List,Updated for version 27.0.3,non-mechanical,planner/advisor prior only,"mechanics, costs, durations, runtime formulas"
132,Fast Enemy Health,,D,,,True,D,D,LAB_FAST_ENEMY_HEALTH,exact_catalog,5,,advisory_heuristic,Copy of Laboratory v2.5.7.xlsx,Tier List / Remote Tier List,Updated for version 27.0.3,non-mechanical,planner/advisor prior only,"mechanics, costs, durations, runtime formulas"
133,Fast Enemy Attack,,F,,,True,F,F,LAB_FAST_ENEMY_ATTACK,exact_catalog,7,,advisory_heuristic,Copy of Laboratory v2.5.7.xlsx,Tier List / Remote Tier List,Updated for version 27.0.3,non-mechanical,planner/advisor prior only,"mechanics, costs, durations, runtime formulas"
134,Fast Enemy Speed,,C,,,True,C,C,LAB_FAST_ENEMY_SPEED,exact_catalog,4,,advisory_heuristic,Copy of Laboratory v2.5.7.xlsx,Tier List / Remote Tier List,Updated for version 27.0.3,non-mechanical,planner/advisor prior only,"mechanics, costs, durations, runtime formulas"
135,Tank Enemy Health,,D,,,True,D,D,LAB_TANK_ENEMY_HEALTH,exact_catalog,5,,advisory_heuristic,Copy of Laboratory v2.5.7.xlsx,Tier List / Remote Tier List,Updated for version 27.0.3,non-mechanical,planner/advisor prior only,"mechanics, costs, durations, runtime formulas"
136,Tank Enemy Attack,,F,,,True,F,F,LAB_TANK_ENEMY_ATTACK,exact_catalog,7,,advisory_heuristic,Copy of Laboratory v2.5.7.xlsx,Tier List / Remote Tier List,Updated for version 27.0.3,non-mechanical,planner/advisor prior only,"mechanics, costs, durations, runtime formulas"
137,Ranged Enemy Health,,D,,,True,D,D,LAB_RANGED_ENEMY_HEALTH,exact_catalog,5,,advisory_heuristic,Copy of Laboratory v2.5.7.xlsx,Tier List / Remote Tier List,Updated for version 27.0.3,non-mechanical,planner/advisor prior only,"mechanics, costs, durations, runtime formulas"
138,Ranged Enemy Attack,,F,,,True,F,F,LAB_RANGED_ENEMY_ATTACK,exact_catalog,7,,advisory_heuristic,Copy of Laboratory v2.5.7.xlsx,Tier List / Remote Tier List,Updated for version 27.0.3,non-mechanical,planner/advisor prior only,"mechanics, costs, durations, runtime formulas"
139,Boss Health,,C,,,True,C,C,LAB_BOSS_HEALTH,exact_catalog,4,,advisory_heuristic,Copy of Laboratory v2.5.7.xlsx,Tier List / Remote Tier List,Updated for version 27.0.3,non-mechanical,planner/advisor prior only,"mechanics, costs, durations, runtime formulas"
140,Boss Attack,,F,,,True,F,F,LAB_BOSS_ATTACK,exact_catalog,7,,advisory_heuristic,Copy of Laboratory v2.5.7.xlsx,Tier List / Remote Tier List,Updated for version 27.0.3,non-mechanical,planner/advisor prior only,"mechanics, costs, durations, runtime formulas"
141,Protector Health,,C,,Good with high level CL+ to fully kill protectors with percentage damage,True,C,C,LAB_PROTECTOR_HEALTH,exact_catalog,4,,advisory_heuristic,Copy of Laboratory v2.5.7.xlsx,Tier List / Remote Tier List,Updated for version 27.0.3,non-mechanical,planner/advisor prior only,"mechanics, costs, durations, runtime formulas"
142,Protector Radius,,C,,Decent value for the lower levels,True,C,C,LAB_PROTECTOR_RADIUS,exact_catalog,4,,advisory_heuristic,Copy of Laboratory v2.5.7.xlsx,Tier List / Remote Tier List,Updated for version 27.0.3,non-mechanical,planner/advisor prior only,"mechanics, costs, durations, runtime formulas"
143,Protector Damage Reduction,,D,,,True,D,D,LAB_PROTECTOR_DAMAGE_REDUCTION,exact_catalog,5,,advisory_heuristic,Copy of Laboratory v2.5.7.xlsx,Tier List / Remote Tier List,Updated for version 27.0.3,non-mechanical,planner/advisor prior only,"mechanics, costs, durations, runtime formulas"
144,Ray Enemy Attack,T19,D,,By the time you unlock this you're very likely past the point where eHP is a realistic build,False,D,D,LAB_RAY_ENEMY_ATTACK,exact_catalog,5,,advisory_heuristic,Copy of Laboratory v2.5.7.xlsx,Tier List / Remote Tier List,Updated for version 27.0.3,non-mechanical,planner/advisor prior only,"mechanics, costs, durations, runtime formulas"
145,Ray Enemy Health,,A,,"Alongisde CL+ and PC mastery, can leave Rays at only 4.24% hp",False,A,A,LAB_RAY_ENEMY_HEALTH,exact_catalog,2,,advisory_heuristic,Copy of Laboratory v2.5.7.xlsx,Tier List / Remote Tier List,Updated for version 27.0.3,non-mechanical,planner/advisor prior only,"mechanics, costs, durations, runtime formulas"
146,Vampire Enemy Attack,,F,,"Vamps with garlic thorns, wall and package+ are a non threat anyway",False,F,F,LAB_VAMPIRE_ENEMY_ATTACK,exact_catalog,7,,advisory_heuristic,Copy of Laboratory v2.5.7.xlsx,Tier List / Remote Tier List,Updated for version 27.0.3,non-mechanical,planner/advisor prior only,"mechanics, costs, durations, runtime formulas"
147,Vampire Enemy Health,,F,,,False,F,F,LAB_VAMPIRE_ENEMY_HEALTH,exact_catalog,7,,advisory_heuristic,Copy of Laboratory v2.5.7.xlsx,Tier List / Remote Tier List,Updated for version 27.0.3,non-mechanical,planner/advisor prior only,"mechanics, costs, durations, runtime formulas"
148,Scatter Enemy Attack,,D,,By the time you unlock this you're very likely past the point where eHP is a realistic build,False,D,D,LAB_SCATTER_ENEMY_ATTACK,exact_catalog,5,,advisory_heuristic,Copy of Laboratory v2.5.7.xlsx,Tier List / Remote Tier List,Updated for version 27.0.3,non-mechanical,planner/advisor prior only,"mechanics, costs, durations, runtime formulas"
149,Scatter Enemy Health,,D,,,False,D,D,LAB_SCATTER_ENEMY_HEALTH,exact_catalog,5,,advisory_heuristic,Copy of Laboratory v2.5.7.xlsx,Tier List / Remote Tier List,Updated for version 27.0.3,non-mechanical,planner/advisor prior only,"mechanics, costs, durations, runtime formulas"
150,Ranged Enemy Range,T13,C,,Good to reduce ranged chips,True,C,C,LAB_RANGED_ENEMY_RANGE,exact_catalog,4,,advisory_heuristic,Copy of Laboratory v2.5.7.xlsx,Tier List / Remote Tier List,Updated for version 27.0.3,non-mechanical,planner/advisor prior only,"mechanics, costs, durations, runtime formulas"
152,Common Drop Chance,T4,S,,Very important long term for shard income. Affects most stats,True,Completed,Completed,LAB_COMMON_DROP_CHANCE,exact_catalog,1,,advisory_heuristic,Copy of Laboratory v2.5.7.xlsx,Tier List / Remote Tier List,Updated for version 27.0.3,non-mechanical,planner/advisor prior only,"mechanics, costs, durations, runtime formulas"
153,Reroll Shards,,A,,The costs of rerolling get really high with better developed modules,True,Completed,Completed,LAB_REROLL_SHARDS,exact_catalog,2,,advisory_heuristic,Copy of Laboratory v2.5.7.xlsx,Tier List / Remote Tier List,Updated for version 27.0.3,non-mechanical,planner/advisor prior only,"mechanics, costs, durations, runtime formulas"
154,Daily Mission Shards,,S,,Very important long term for shard income. Affects most stats,True,Completed,Completed,LAB_DAILY_MISSION_SHARDS,exact_catalog,1,,advisory_heuristic,Copy of Laboratory v2.5.7.xlsx,Tier List / Remote Tier List,Updated for version 27.0.3,non-mechanical,planner/advisor prior only,"mechanics, costs, durations, runtime formulas"
155,Module Shards Cost,T10,A,,Important but also retroactive,True,Completed,Completed,LAB_MODULE_SHARD_COSTS,exact_catalog,2,,advisory_heuristic,Copy of Laboratory v2.5.7.xlsx,Tier List / Remote Tier List,Updated for version 27.0.3,non-mechanical,planner/advisor prior only,"mechanics, costs, durations, runtime formulas"
156,Module Coin Cost,,D,B,Useless until level 161+ when costs go into trillions and quadrillions. Retroactive,True,D,B,LAB_MODULE_COIN_COST,exact_catalog,5,3.0,advisory_heuristic,Copy of Laboratory v2.5.7.xlsx,Tier List / Remote Tier List,Updated for version 27.0.3,non-mechanical,planner/advisor prior only,"mechanics, costs, durations, runtime formulas"
157,Rare Drop Chance,,S,,Very important long term for fodder and shard income. Each level brings a big increase in the drop rate ,True,Completed,Completed,LAB_RARE_DROP_CHANCE,exact_catalog,1,,advisory_heuristic,Copy of Laboratory v2.5.7.xlsx,Tier List / Remote Tier List,Updated for version 27.0.3,non-mechanical,planner/advisor prior only,"mechanics, costs, durations, runtime formulas"
158,Unmerge Module,T8,QOL,,Costs 20 gems per unmerge. Shatters fodder on use. Can be used for hoarding modules past inventory limit for Shatter Shards,True,Completed,Completed,LAB_UNMERGE_MODULE,exact_catalog,8,,advisory_heuristic,Copy of Laboratory v2.5.7.xlsx,Tier List / Remote Tier List,Updated for version 27.0.3,non-mechanical,planner/advisor prior only,"mechanics, costs, durations, runtime formulas"
159,Shatter Shards,T16,S+,,"Very important to shard economy, makes getting high mod levels reasonable",True,Completed,Completed,LAB_SHATTER_SHARDS,exact_catalog,0,,advisory_heuristic,Copy of Laboratory v2.5.7.xlsx,Tier List / Remote Tier List,Updated for version 27.0.3,non-mechanical,planner/advisor prior only,"mechanics, costs, durations, runtime formulas"
160,Cannon Effect Bans,T10,C,,Basically another reroll shards lab but arguably worse,True,C,C,LAB_CANNON_EFFECT_BANS,exact_catalog,4,,advisory_heuristic,Copy of Laboratory v2.5.7.xlsx,Tier List / Remote Tier List,Updated for version 27.0.3,non-mechanical,planner/advisor prior only,"mechanics, costs, durations, runtime formulas"
161,Armor Effect Bans,,C,,,True,C,C,LAB_ARMOR_EFFECT_BANS,exact_catalog,4,,advisory_heuristic,Copy of Laboratory v2.5.7.xlsx,Tier List / Remote Tier List,Updated for version 27.0.3,non-mechanical,planner/advisor prior only,"mechanics, costs, durations, runtime formulas"
162,Generator Effect Bans,,C,,,True,C,C,LAB_GENERATOR_EFFECT_BANS,exact_catalog,4,,advisory_heuristic,Copy of Laboratory v2.5.7.xlsx,Tier List / Remote Tier List,Updated for version 27.0.3,non-mechanical,planner/advisor prior only,"mechanics, costs, durations, runtime formulas"
163,Core Effect Bans,,C,,,True,C,C,LAB_CORE_EFFECT_BANS,exact_catalog,4,,advisory_heuristic,Copy of Laboratory v2.5.7.xlsx,Tier List / Remote Tier List,Updated for version 27.0.3,non-mechanical,planner/advisor prior only,"mechanics, costs, durations, runtime formulas"
164,Assist Module Substats - Cannon,T19,A,,,True,A,A,LAB_ASSIST_MODULE_SUBSTATS_CANNON,exact_catalog,2,,advisory_heuristic,Copy of Laboratory v2.5.7.xlsx,Tier List / Remote Tier List,Updated for version 27.0.3,non-mechanical,planner/advisor prior only,"mechanics, costs, durations, runtime formulas"
165,Assist Module Substats - Armor,,A,,,True,A,A,LAB_ASSIST_MODULE_SUBSTATS_ARMOR,exact_catalog,2,,advisory_heuristic,Copy of Laboratory v2.5.7.xlsx,Tier List / Remote Tier List,Updated for version 27.0.3,non-mechanical,planner/advisor prior only,"mechanics, costs, durations, runtime formulas"
166,Assist Module Substats - Generator,,S,,,True,S,S,LAB_ASSIST_MODULE_SUBSTATS_GENERATOR,exact_catalog,1,,advisory_heuristic,Copy of Laboratory v2.5.7.xlsx,Tier List / Remote Tier List,Updated for version 27.0.3,non-mechanical,planner/advisor prior only,"mechanics, costs, durations, runtime formulas"
167,Assist Module Substats - Core,,S,,,True,S,S,LAB_ASSIST_MODULE_SUBSTATS_CORE,exact_catalog,1,,advisory_heuristic,Copy of Laboratory v2.5.7.xlsx,Tier List / Remote Tier List,Updated for version 27.0.3,non-mechanical,planner/advisor prior only,"mechanics, costs, durations, runtime formulas"
168,Assist Module Bonus - Cannon,,B,,,True,B,B,LAB_ASSIST_MODULE_BONUS_CANNON,exact_catalog,3,,advisory_heuristic,Copy of Laboratory v2.5.7.xlsx,Tier List / Remote Tier List,Updated for version 27.0.3,non-mechanical,planner/advisor prior only,"mechanics, costs, durations, runtime formulas"
169,Assist Module Bonus - Armor,,C,,,True,C,C,LAB_ASSIST_MODULE_BONUS_ARMOR,exact_catalog,4,,advisory_heuristic,Copy of Laboratory v2.5.7.xlsx,Tier List / Remote Tier List,Updated for version 27.0.3,non-mechanical,planner/advisor prior only,"mechanics, costs, durations, runtime formulas"
170,Assist Module Bonus - Generator,,A,,,True,A,A,LAB_ASSIST_MODULE_BONUS_GENERATOR,exact_catalog,2,,advisory_heuristic,Copy of Laboratory v2.5.7.xlsx,Tier List / Remote Tier List,Updated for version 27.0.3,non-mechanical,planner/advisor prior only,"mechanics, costs, durations, runtime formulas"
171,Assist Module Bonus - Core,,B,,,True,B,B,LAB_ASSIST_MODULE_BONUS_CORE,exact_catalog,3,,advisory_heuristic,Copy of Laboratory v2.5.7.xlsx,Tier List / Remote Tier List,Updated for version 27.0.3,non-mechanical,planner/advisor prior only,"mechanics, costs, durations, runtime formulas"
173,Battle Condition Reduction,T18,S+,,Very strong for those reaching max heat in tournaments. Removes 100% uptime on ultimate enemies. Great for farms in T14 and up,False,S+,S+,LAB_BATTLE_CONDITION_REDUCTION,exact_catalog,0,,advisory_heuristic,Copy of Laboratory v2.5.7.xlsx,Tier List / Remote Tier List,Updated for version 27.0.3,non-mechanical,planner/advisor prior only,"mechanics, costs, durations, runtime formulas"
174,Knockback Resistance,T19,C,,Resistances get far weaker than most battle conditions with how they substract the effect,False,C,C,LAB_KNOCKBACK_RESISTANCE,exact_catalog,4,,advisory_heuristic,Copy of Laboratory v2.5.7.xlsx,Tier List / Remote Tier List,Updated for version 27.0.3,non-mechanical,planner/advisor prior only,"mechanics, costs, durations, runtime formulas"
175,Thorns Resistance,,C,,,False,C,C,LAB_THORNS_RESISTANCE,exact_catalog,4,,advisory_heuristic,Copy of Laboratory v2.5.7.xlsx,Tier List / Remote Tier List,Updated for version 27.0.3,non-mechanical,planner/advisor prior only,"mechanics, costs, durations, runtime formulas"
